example_id,rule_id,example_type,original_text,content_context,platform,business_domain,content_legal_nature,expected_risk_level,risk_reason,replacement_strategy,revised_text,evidence_required,auto_rewrite_allowed,review_status,notes
E100157,R-A15-108,prohibited,运营准备将包含“未成年案例”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,处理或公开不满十四周岁未成年人的照片、健康信息或案例，未取得监护人同意或缺乏专门规则；其他未成年人内容也需审慎评估。,停止发布;转法务和专业人员核验,,监护人同意、年龄核验、专项个人信息规则,false,待法务复核,新增规则明确风险样本
E100158,R-A15-108,boundary,内容使用“学生案例”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,监护人同意、年龄核验、专项个人信息规则,false,待法务复核,边界样本
E100159,R-A15-108,compliant,合规处理：依法取得监护人同意并遵循最有利于未成年人的原则；营销用途通常应避免。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,监护人同意、年龄核验、专项个人信息规则,true,待法务复核,合规反例
E100160,R-A15-108,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止发布;转法务和专业人员核验,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,监护人同意、年龄核验、专项个人信息规则,false,待法务复核,处理策略示例
E100161,R-A15-109,prohibited,运营准备将包含“打码案例”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,虽然遮挡姓名或眼睛，但通过面部轮廓、纹身、昵称、地区、时间、病情、聊天内容等仍可识别特定患者。,加强脱敏或停止发布,,脱敏评估记录,false,待法务复核,新增规则明确风险样本
E100162,R-A15-109,boundary,内容使用“遮眼照片”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,脱敏评估记录,false,待法务复核,边界样本
E100163,R-A15-109,compliant,合规处理：进行不可逆匿名化或删除非必要身份线索；营销案例仍需同时满足广告规则。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,脱敏评估记录,true,待法务复核,合规反例
E100164,R-A15-109,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,加强脱敏或停止发布,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,脱敏评估记录,false,待法务复核,处理策略示例
E100165,R-A15-110,prohibited,运营准备将包含“医生头像”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,在账号头像、海报、直播封面或推广素材中使用医生、员工、明星、达人或其他第三方形象，缺少明确授权或超出授权范围。,补充授权;删除禁止的医疗代言,,肖像授权书、代言或合作协议,false,待法务复核,新增规则明确风险样本
E100166,R-A15-110,boundary,内容使用“员工出镜”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,肖像授权书、代言或合作协议,false,待法务复核,边界样本
E100167,R-A15-110,compliant,合规处理：取得有效肖像和商业使用授权，且不得以禁止主体为医疗广告代言。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,肖像授权书、代言或合作协议,true,待法务复核,合规反例
E100168,R-A15-110,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,补充授权;删除禁止的医疗代言,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,肖像授权书、代言或合作协议,false,待法务复核,处理策略示例
E100169,R-A15-111,prohibited,运营准备将包含“发给代运营”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,internal_material,critical,将客户线索、咨询记录、照片、健康信息提供给广告平台、代运营、摄影、模型服务或其他合作方，未充分告知和取得必要同意。,暂停共享;补充告知同意和数据协议,,单独同意、委托处理协议、接收方清单,false,待法务复核,新增规则明确风险样本
E100170,R-A15-111,boundary,内容使用“上传广告平台”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,单独同意、委托处理协议、接收方清单,false,待法务复核,边界样本
E100171,R-A15-111,compliant,合规处理：明确处理目的、接收方、类型和方式，取得单独同意并签署数据保护协议。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,单独同意、委托处理协议、接收方清单,true,待法务复核,合规反例
E100172,R-A15-111,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,暂停共享;补充告知同意和数据协议,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,单独同意、委托处理协议、接收方清单,false,待法务复核,处理策略示例
E100173,R-A15-112,prohibited,运营准备将包含“转发顾客笔记”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,从用户公开笔记、朋友圈、评论或社交媒体抓取照片和评价，直接转载为机构广告或案例。,停止转载;取得明确授权,,转载和营销授权,false,待法务复核,新增规则明确风险样本
E100174,R-A15-112,boundary,内容使用“搬运用户评价”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,转载和营销授权,false,待法务复核,边界样本
E100175,R-A15-112,compliant,合规处理：取得针对机构转载和营销用途的明确授权，且不得作疗效证明。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,转载和营销授权,true,待法务复核,合规反例
E100176,R-A15-112,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止转载;取得明确授权,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,转载和营销授权,false,待法务复核,处理策略示例
E100177,R-A15-113,prohibited,运营准备将包含“上传AI”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,internal_material,critical,将患者照片、病历、聊天记录、检查报告等上传到外部AI、图像生成、文案或识别服务，未评估接收方、跨境、留存和再利用风险。,停止上传原始资料;脱敏或改用合规本地方案,,单独同意、供应商协议、安全评估和数据流向说明,false,待法务复核,新增规则明确风险样本
E100178,R-A15-113,boundary,内容使用“发给大模型”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,单独同意、供应商协议、安全评估和数据流向说明,false,待法务复核,边界样本
E100179,R-A15-113,compliant,合规处理：使用脱敏或本地化方案，完成必要性、安全和供应商评估并取得单独同意。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,单独同意、供应商协议、安全评估和数据流向说明,true,待法务复核,合规反例
E100180,R-A15-113,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止上传原始资料;脱敏或改用合规本地方案,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,单独同意、供应商协议、安全评估和数据流向说明,false,待法务复核,处理策略示例
E100181,R-A15-114,prohibited,运营准备将包含“永久保存案例”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,internal_material,medium,患者素材、咨询记录和健康信息在营销用途结束、授权到期或不再必要后仍长期保存，缺少期限和删除机制。,设置保留期限并清理无必要数据,,数据保留策略和删除记录,false,待法务复核,新增规则明确风险样本
E100182,R-A15-114,boundary,内容使用“长期素材库”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,medium,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,数据保留策略和删除记录,false,待法务复核,边界样本
E100183,R-A15-114,compliant,合规处理：制定明确保存期限和删除机制；法律要求留存的诊疗资料与营销素材分别管理。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,数据保留策略和删除记录,true,待法务复核,合规反例
E100184,R-A15-114,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,设置保留期限并清理无必要数据,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,数据保留策略和删除记录,false,待法务复核,处理策略示例
E100185,R-A16-101,prohibited,内容以科普/分享名义发布，同时出现“员工朋友圈”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,uncertain,high,机构员工、咨询师、医生或合作人员在个人账号发布机构、项目、价格、效果和预约信息，可能因商业目的和身份关系被认定为广告。,按广告认定规则复核;删除商业转化要素,,劳动或合作关系、发布安排、报酬与素材来源,false,待法务复核,新增规则明确风险样本
E100186,R-A16-101,boundary,内容使用“内部宣传任务”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,劳动或合作关系、发布安排、报酬与素材来源,false,待法务复核,边界样本
E100187,R-A16-101,compliant,合规处理：无机构关系、无对价、无转化路径且属于真实个人表达的内容，仍需检查其他广告风险。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,劳动或合作关系、发布安排、报酬与素材来源,true,待法务复核,合规反例
E100188,R-A16-101,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,按广告认定规则复核;删除商业转化要素,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,劳动或合作关系、发布安排、报酬与素材来源,false,待法务复核,处理策略示例
E100189,R-A16-102,prohibited,内容以科普/分享名义发布，同时出现“免费体验换笔记”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,commercial_recommendation,high,发布者接受免费治疗、折扣、赠品、佣金、流量或其他利益后发布医美体验、探店或推荐内容。,披露商业关系;删除疗效证明,,合作合同、利益关系说明、平台报备记录,false,待法务复核,新增规则明确风险样本
E100190,R-A16-102,boundary,内容使用“置换探店”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,合作合同、利益关系说明、平台报备记录,false,待法务复核,边界样本
E100191,R-A16-102,compliant,合规处理：依法、依平台披露商业关系，并删除法律禁止的疗效证明、患者背书等内容。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,合作合同、利益关系说明、平台报备记录,true,待法务复核,合规反例
E100192,R-A16-102,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,披露商业关系;删除疗效证明,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,合作合同、利益关系说明、平台报备记录,false,待法务复核,处理策略示例
E100193,R-A16-103,prohibited,内容以科普/分享名义发布，同时出现“官号转发顾客笔记”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,用户原始内容可能是个人表达，但机构账号转发、剪辑、加品牌和预约信息后，可能转化为机构商业广告或患者证明。,停止营销转载;删除效果证明,,转载授权、原始内容和二次编辑记录,false,待法务复核,新增规则明确风险样本
E100194,R-A16-103,boundary,内容使用“机构搬运案例”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,转载授权、原始内容和二次编辑记录,false,待法务复核,边界样本
E100195,R-A16-103,compliant,合规处理：仅处理与投诉、售后或合法互动相关的内容；营销转载需授权且不得违反患者证明禁令。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,转载授权、原始内容和二次编辑记录,true,待法务复核,合规反例
E100196,R-A16-103,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止营销转载;删除效果证明,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,转载授权、原始内容和二次编辑记录,false,待法务复核,处理策略示例
E100197,R-A16-104,prohibited,内容以科普/分享名义发布，同时出现“科普文末二维码”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,uncertain,high,内容以科普、知识、答疑为主，但同页出现机构信息、预约二维码、电话、购买链接、优惠或私信导流。,删除转化要素或按医疗广告发布,,页面完整截图、广告审查证明、商业目的说明,false,待法务复核,新增规则明确风险样本
E100198,R-A16-104,boundary,内容使用“知识分享加预约”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,页面完整截图、广告审查证明、商业目的说明,false,待法务复核,边界样本
E100199,R-A16-104,compliant,合规处理：纯公益科普无商业要素；或依法取得审查证明并按广告发布。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,页面完整截图、广告审查证明、商业目的说明,true,待法务复核,合规反例
E100200,R-A16-104,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除转化要素或按医疗广告发布,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,页面完整截图、广告审查证明、商业目的说明,false,待法务复核,处理策略示例
E100201,R-A16-105,prohibited,内容以科普/分享名义发布，同时出现“医生推荐本院项目”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,医生以科普、个人观点或病例讨论形式，持续推广所在机构、具体项目、预约方式或优惠，可能构成机构广告并涉及医务人员推荐证明。,删除项目和机构推荐;保留一般科普,,账号主体、机构关系、广告审查证明,false,待法务复核,新增规则明确风险样本
E100202,R-A16-105,boundary,内容使用“我最推荐的项目”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,账号主体、机构关系、广告审查证明,false,待法务复核,边界样本
E100203,R-A16-105,compliant,合规处理：一般医学科普，不推荐具体机构、项目或效果；合法服务信息按规定公开。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,账号主体、机构关系、广告审查证明,true,待法务复核,合规反例
E100204,R-A16-105,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除项目和机构推荐;保留一般科普,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,账号主体、机构关系、广告审查证明,false,待法务复核,处理策略示例
E100205,R-A16-106,prohibited,内容以科普/分享名义发布，同时出现“广告二剪”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,对已经审查通过的医疗广告进行剪辑、拼接、改标题、加效果字幕、换平台或改优惠，导致内容与审查证明不一致。,停止发布;按核准样件恢复或重新审查,,医疗广告审查证明和核准样件,false,待法务复核,新增规则明确风险样本
E100206,R-A16-106,boundary,内容使用“改审查稿”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,医疗广告审查证明和核准样件,false,待法务复核,边界样本
E100207,R-A16-106,compliant,合规处理：严格按审查通过内容发布；需要修改时重新申请审查。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,医疗广告审查证明和核准样件,true,待法务复核,合规反例
E100208,R-A16-106,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止发布;按核准样件恢复或重新审查,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,医疗广告审查证明和核准样件,false,待法务复核,处理策略示例
E100209,R-A16-107,prohibited,内容以科普/分享名义发布，同时出现“直播挂团购”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,直播以科普、答疑、聊天为名，但同时挂载团购、商品、预约、电话或私信转化路径，并推介具体医疗服务。,删除挂链和项目推介或按广告流程发布,,直播脚本、挂链记录、平台资质和广告审查证明,false,待法务复核,新增规则明确风险样本
E100210,R-A16-107,boundary,内容使用“直播预约”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,直播脚本、挂链记录、平台资质和广告审查证明,false,待法务复核,边界样本
E100211,R-A16-107,compliant,合规处理：纯科普无交易路径；或依法、依平台资质发布审查通过的广告。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,直播脚本、挂链记录、平台资质和广告审查证明,true,待法务复核,合规反例
E100212,R-A16-107,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除挂链和项目推介或按广告流程发布,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,直播脚本、挂链记录、平台资质和广告审查证明,false,待法务复核,处理策略示例
E100213,R-A16-108,prohibited,内容以科普/分享名义发布，同时出现“医美测评”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,commercial_recommendation,high,以测评、探店、清单、攻略、榜单、日记等原生内容形式推销机构或服务，存在商业关系但未显著标识广告或合作。,补充显著广告标识;披露商业关系,,商业关系和广告标识截图,false,待法务复核,新增规则明确风险样本
E100214,R-A16-108,boundary,内容使用“探店攻略”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,商业关系和广告标识截图,false,待法务复核,边界样本
E100215,R-A16-108,compliant,合规处理：按法律和平台要求显著标识广告/合作，并确保内容本身合法。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,商业关系和广告标识截图,true,待法务复核,合规反例
E100216,R-A16-108,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,补充显著广告标识;披露商业关系,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,商业关系和广告标识截图,false,待法务复核,处理策略示例
E100217,R-A16-109,prohibited,内容以科普/分享名义发布，同时出现“主页有联系方式”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,uncertain,medium,单条内容看似科普或中性，但与主页简介、置顶笔记、评论、私信自动回复、二维码或连续帖子组合后形成完整推广链路。,按整体链路复核;删除拆分导流,,完整账号页面和内容链路截图,false,待法务复核,新增规则明确风险样本
E100218,R-A16-109,boundary,内容使用“置顶有预约”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,medium,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,完整账号页面和内容链路截图,false,待法务复核,边界样本
E100219,R-A16-109,compliant,合规处理：各页面均不包含商业推广，或整体依法完成广告审查与标识。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,完整账号页面和内容链路截图,true,待法务复核,合规反例
E100220,R-A16-109,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,按整体链路复核;删除拆分导流,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,完整账号页面和内容链路截图,false,待法务复核,处理策略示例
E100221,R-A16-110,prohibited,内容以科普/分享名义发布，同时出现“医生科普其实推广”和预约入口。,运营宣传或咨询,微信;小红书;抖音,医疗美容,uncertain,high,使用科普、知识、医生解答等标题，但正文主要展示机构优势、项目效果、价格优惠和预约信息。,删除商业推广正文或按广告审查发布,,完整稿件、广告审查证明,false,待法务复核,新增规则明确风险样本
E100222,R-A16-110,boundary,内容使用“知识分享预约”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,完整稿件、广告审查证明,false,待法务复核,边界样本
E100223,R-A16-110,compliant,合规处理：标题和正文均为纯科普且无商业要素，或按广告规则发布。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,完整稿件、广告审查证明,true,待法务复核,合规反例
E100224,R-A16-110,conditionally_allowed,建议修改稿：删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除商业推广正文或按广告审查发布,删除商业转化要素，或依法完成广告审查、商业关系披露和广告标识后再发布。,完整稿件、广告审查证明,false,待法务复核,处理策略示例
