rule_id,rule_name,category_code,category_name,rule_description,semantic_rule,legal_conclusion,risk_level,basis_type,applicable_business_domain,applicable_content_legal_nature,prohibited_context,allowed_context,evidence_requirement,qualification_requirement,system_action,auto_rewrite_allowed,replacement_strategy,manual_review_required,confidence,review_status,reviewer,effective_status,version,created_at,updated_at,update_reason,updated_source_id,rule_dimension,review_level,notes
R-A12-003,网红/KOL隐性代言(未标注广告关系),A12,用户评价代言和推荐证明,网红或KOL以'个人体验分享'名义推荐医美项目，实际存在商业合作关系但未标注广告性质。构成隐性代言，违反广告法关于广告应当显著标明'广告'的要求及互联网广告管理办法关于标注广告标识的规定。,检测KOL/网红发布医美项目体验推荐内容，判断是否标注了广告/商业合作标识。重点关注:体验分享+项目推荐+未标注广告。,conditionally_prohibited,high,law;administrative_regulation,医疗美容,medical_advertisement,有商业合作关系但未标注广告的代言推荐,显著标注'广告/推广/商业合作'的真实广告内容(且不违反A12-001a关于医疗项目效果背书的禁止),,,mandatory_human_review,false,补充广告标识标注,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,双重风险:隐性代言+医疗项目效果背书
R-A12-004,虚假/操纵用户评价,A12,用户评价代言和推荐证明,虚构用户评价或操纵评价数据，如刷好评/删差评/雇人写评价/伪造评价截图等。虚假评价构成引人误解的虚假宣传，违反反不正当竞争法第八条。,检测评价数据异常模式(同一时段大量相似好评/评价用户无真实消费记录/评价内容模板化)。系统层面检测，非纯文字检测。,explicitly_prohibited,high,law,医疗美容,user_generated_content,任何虚构或操纵评价的行为,真实可验证的用户评价(未经删改),,,mandatory_human_review,false,删除虚假评价,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,需数据层面验证，非纯文字层面
R-A12-005,竞品贬低型推荐,A12,用户评价代言和推荐证明,通过贬低竞品来推荐自身服务，如'XX机构不行/别去XX医院/XX项目做完后悔/来我们这里才是对的'。构成不正当竞争中的商业诋毁，同时构成误导性推荐。,检测XX(机构/医院/项目)+不行/差/后悔/坑/别去/千万别+来我们/来本院/做我们的等贬低竞品+推荐自身组合。,explicitly_prohibited,high,law,医疗美容,medical_advertisement,任何贬低竞品的推荐,无,,,block,false,删除贬低主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,交叉反不正当竞争法商业诋毁
R-A12-006,限时特惠+代言推荐组合诱导,A12,用户评价代言和推荐证明,将限时优惠与代言推荐组合使用形成双重诱导，如'XX明星推荐的XX项目限时特价/今天最后一天XX专家推荐价'。代言推荐增加信任背书，限时优惠制造紧迫感，组合后诱导效力倍增。,检测代言/推荐+限时/特价/最后一天/仅剩/优惠的组合句式。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何代言推荐与价格诱导的组合,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,交叉A08价格诱导和A12代言推荐，组合风险升级
R-A13-001,科学概念滥用(量子/纳米/DNA级等),A13,伪科学和不科学表达,滥用前沿科学概念修饰医美项目或产品，如'量子医美/纳米级修复/DNA级再生/细胞级重塑/基因级抗衰'等。这些概念在医美领域缺乏科学依据或超出实际技术能力，构成伪科学宣传。,检测量子/纳米/DNA/基因/细胞级/分子级/原子级+医美/修复/再生/重塑/抗衰/焕新等组合。区分真实技术描述(如'纳米级颗粒大小'客观参数)与伪科学修饰。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何缺乏科学依据的科学概念滥用,有真实技术参数支撑且可验证的客观描述(如'该器械颗粒平均粒径为XX纳米'),,,block,false,删除主张;改为客观信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,交叉A02功效承诺(A13侧重科学依据缺失维度)
R-A13-002,中医理论歪曲/伪传统医学表达,A13,伪科学和不科学表达,歪曲中医理论为医美项目背书，如'经络疏通可消除皱纹/穴位注射可塑形/气血循环可美白'等。将传统医学概念与现代医美效果挂钩缺乏科学依据，构成伪科学宣传。,检测经络/穴位/气血/阴阳/五行/脏腑+消除/塑形/美白/祛皱/提拉等医美效果挂钩表述。区分合规中医诊疗(有执业中医师资质且在中医诊疗范围内)与伪中医宣传。,conditionally_prohibited,high,law;department_rule,医疗美容,medical_advertisement,歪曲中医理论为医美效果背书,合规执业中医师在中医诊疗范围内的规范表述,,,mandatory_human_review,false,人工审核;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,
R-A13-003,虚构机理/伪科学解释,A13,伪科学和不科学表达,为医美项目虚构或使用伪科学机理解释效果，如'激活休眠细胞/打开皮肤吸收通道/修复DNA断裂/重启细胞代谢引擎'等。这些机理描述缺乏医学文献支撑，构成伪科学宣传。,检测激活/重启/修复/打开/唤醒+休眠细胞/吸收通道/DNA断裂/代谢引擎/自愈系统等虚构机理+医美效果描述。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何缺乏医学文献支撑的虚构机理,有医学文献支撑且可验证的机理描述(需标注文献出处),,,block,false,删除主张;改为客观信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,
R-A13-004,疗效归因伪科学因素(磁场/能量/频率),A13,伪科学和不科学表达,将医美效果归因于伪科学因素，如'磁场修复/能量激活/频率共振/光波疗愈/生物电重塑'等。这些因素在医美领域缺乏科学验证，构成伪科学宣传和虚假功效解释。,检测磁场/能量/频率/光波/生物电/共振/量子场+修复/激活/疗愈/重塑/改善+医美效果描述。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何将医美效果归因于伪科学因素的宣传,有物理学/生物学文献支撑的可验证机理(需标注出处),,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,
R-A13-005,伪学术引用/虚假论文引用,A13,伪科学和不科学表达,引用不存在或与内容无关的学术论文为医美项目背书，如'XX大学研究证实/发表于Nature的XX论文/XX院士研究表明'等。虚假引用比无引用更具误导性，构成严重虚假宣传。,检测XX(大学/机构/期刊/院士)+研究证实/论文/研究表明+医美效果表述。需交叉验证引用是否真实存在且与宣称内容相关。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何虚假或无关的学术引用,真实存在且内容相关的学术引用(需标注论文DOI或检索号),论文DOI及检索验证截图,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,
R-A13-006,偏方/秘方/祖传秘方型宣传,A13,伪科学和不科学表达,使用'祖传秘方/独家偏方/秘制配方/古法/宫廷秘方'等暗示存在神秘或独家医疗方法的宣传。医美项目应基于现代医学科学和经审批的医疗器械/药品，秘方型宣传缺乏科学依据和监管审查。,检测祖传/秘方/偏方/秘制/古法/宫廷/独家配方/传人+医美/美容/塑形/祛皱/美白等组合。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何偏方/秘方型医美宣传,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,
R-A08-101,虚构原价、划线价或折扣基准,A08,价格优惠和诱导消费,宣传原价、门市价、划线价或折扣，但该比较价格无真实成交记录、适用条件不一致或无法验证。,识别原价/门市价/日常价/划线价与现价、折扣、限时价的比较，判断比较基准是否真实且条件一致。,conditionally_prohibited,high,department_rule;administrative_regulation,医疗美容,medical_advertisement,使用无真实成交依据的原价、虚构折扣或夸大降价幅度。,真实可验证的比较价格，明确统计时间、交易条件和适用范围。,历史成交记录、价格公示记录、活动方案,,request_evidence,false,补充证明材料;删除虚构比较价格,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0029,expression_risk,L2,
R-A08-102,低价引流后高价结算或隐藏附加费用,A08,价格优惠和诱导消费,用低价项目吸引到店，但结算时提高价格、强制加购耗材或收取未预先标明的麻醉、材料、护理等费用。,识别低至/仅需/体验价与到店加价、材料费另计、麻醉费另收、必须升级等组合。,explicitly_prohibited,critical,department_rule;administrative_regulation,医疗美容,medical_advertisement,低标高结、标价之外加价或隐藏必要费用。,完整列明项目内容、必要耗材、附加服务、计价方式及不包含项目。,完整价目表和活动细则,,block,false,补充完整价格信息;删除低价引流,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0029,legal_risk,L1,
R-A08-103,免费体验或赠送治疗条件不透明,A08,价格优惠和诱导消费,宣传免费体验、免费治疗、免费设计等，但未清晰披露名额、适用项目、附加购买、到店条件或其他限制。,识别免费/0元/赠送与项目、治疗、体验、面诊、设计的组合，并检查限制条件。,conditionally_prohibited,high,department_rule;administrative_regulation,医疗美容,medical_advertisement,以免费为噱头但隐藏交易条件或实际无法免费取得。,真实免费且显著说明范围、数量、时限、适用人群和附加条件。,活动方案、履约记录和显著披露截图,,request_evidence,false,补充完整活动条件;删除免费主张,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0029,expression_risk,L2,
R-A08-104,虚假限时、限量或稀缺性宣传,A08,价格优惠和诱导消费,使用最后一天、仅剩若干名额、错过不再等紧迫性表达，但活动反复延长、库存或名额无法证明。,识别倒计时、最后、仅剩、限量、抢完即止等稀缺性表达并核验真实性。,conditionally_prohibited,high,administrative_regulation;law,医疗美容,medical_advertisement,虚构活动期限、名额、库存或反复延长所谓最后期限。,真实活动期限和名额，可提供内部活动记录并按期结束。,活动审批、名额台账、发布时间与结束记录,,request_evidence,false,补充真实期限和数量;删除虚假稀缺性,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0010,expression_risk,L2,
R-A08-105,定金、预约金和退款条件隐瞒,A08,价格优惠和诱导消费,诱导支付定金、预约金或锁价款，却未显著说明用途、抵扣方式、退款条件、有效期和违约责任。,识别交定金/预约金/锁价/占位与不退、过期作废、不可取消等条件。,conditionally_prohibited,high,administrative_regulation;law,医疗美容,commercial_recommendation,未充分披露定金性质和退款限制即诱导付款。,以显著方式披露金额、用途、退款规则、有效期和双方责任。,活动条款、合同或付款页面截图,,request_evidence,false,补充退款和有效期说明;暂停诱导付款,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0010,legal_risk,L2,
R-A08-106,医美贷、零首付和分期弱化成本风险,A08,价格优惠和诱导消费,用零首付、月供很低、轻松变美等方式诱导融资，却弱化利率、服务费、逾期责任、征信影响或贷款主体。,识别医美贷/美容贷/分期/零首付/月供与无压力、无负担、轻松等组合。,conditionally_prohibited,high,law;administrative_regulation,医疗美容,medical_advertisement,弱化融资成本、风险或面向缺乏偿还能力人群诱导借贷。,完整披露年化成本、费用、期限、贷款主体、逾期和征信影响，并不得夸大可负担性。,金融机构资质、费用清单、风险提示文本,金融业务相关资质,mandatory_human_review,false,删除轻率借贷诱导;完整披露成本和风险,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0010,legal_risk,L2,
R-A08-107,赠品价值虚高或附加条件隐瞒,A08,价格优惠和诱导消费,宣称赠品价值、免费加赠或买一送一，但赠品价值不真实、数量不明确或领取条件被弱化。,识别价值X元、免费送、买一送一、豪华礼包等表达并核验实际售价和条件。,conditionally_prohibited,medium,department_rule;administrative_regulation,医疗美容,medical_advertisement,虚构赠品价值或隐瞒领取、使用、有效期限制。,标明赠品名称、数量、真实当前售价、适用条件和有效期。,赠品销售记录、活动规则,,request_evidence,false,补充赠品条件;删除虚高价值,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0029,expression_risk,L3,
R-A08-108,套餐捆绑、强制升级或变相强制消费,A08,价格优惠和诱导消费,通过套餐、到店评估、耗材差异等方式迫使消费者购买额外项目或升级版本。,识别必须搭配/不升级没效果/基础版不能做/到店必须加购等表达。,explicitly_prohibited,critical,administrative_regulation;law,医疗美容,diagnosis_communication,强制或变相强制购买额外项目、套餐或服务。,消费者可以自主选择单项或套餐，显著说明差异且不施加不当压力。,套餐说明和单项价目表,,block,false,删除强制措辞;提供清晰可选方案,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0010,legal_risk,L1,
R-A08-109,不具可比性的价格比较,A08,价格优惠和诱导消费,将不同机构、不同耗材、不同规格、不同服务范围的价格直接比较，制造本机构更便宜的印象。,识别比别家便宜、全城最低、同项目最低等比较，并检查交易条件是否一致。,conditionally_prohibited,high,department_rule;law,医疗美容,medical_advertisement,比较对象、规格、服务内容或时间范围不同却直接比价。,明确比较对象、规格、服务范围、数据来源和统计时间，保证同等条件。,第三方价格数据和比较方法说明,,request_evidence,false,删除无基础比较;补充同等条件和来源,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0029,expression_risk,L2,
R-A08-110,不合理退款免责或最终解释权条款,A08,价格优惠和诱导消费,使用一经售出概不退款、最终解释权归本店、任何情况不退不换等格式化表达排除消费者法定权利。,识别概不退款/不退不换/最终解释权/过期不退等单方免责措辞。,conditionally_prohibited,high,administrative_regulation;law,医疗美容,commercial_recommendation,通过格式条款不合理免除经营者责任或限制消费者解除、退款和救济权利。,依法、清晰约定取消和退款条件，不排除法定权利。,合同条款和退款政策,,mandatory_human_review,false,删除绝对免责;改为依法适用的退款规则,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0010,legal_risk,L2,
R-A10-101,承诺到院即可治疗或无需面诊,A10,医疗诊断和个体化治疗建议,客服或运营承诺到院即可做项目、无需面诊或人人适合，绕过执业医师评估和禁忌症筛查。,识别到店就能做/不用面诊/直接安排/人人都适合等确定性安排。,explicitly_prohibited,critical,department_rule;regulatory_guideline,医疗美容,diagnosis_communication,非医师在咨询环节保证治疗资格或跳过面诊。,仅提供预约服务并说明是否适合须由执业医师面诊评估。,,执业医师资格,block,false,改为建议到院由执业医师评估,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L1,
R-A10-102,客服判断禁忌症或排除风险,A10,医疗诊断和个体化治疗建议,客服根据文字、照片或简单问答判断不存在禁忌症、可以安全治疗或排除疾病风险。,识别你没有禁忌/照片看没问题/这个情况能做/不用担心风险等判断。,explicitly_prohibited,critical,department_rule,医疗美容,diagnosis_communication,非医师判断禁忌症、安全性或治疗可行性。,收集基础信息后转交执业医师评估，不作确定性结论。,,执业医师资格,block,false,删除结论;建议由执业医师面诊评估,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L1,
R-A10-103,客服建议停药、换药或自行用药,A10,医疗诊断和个体化治疗建议,客服、咨询师或运营人员建议用户停止处方药、调整剂量、购买药物或自行处理症状。,识别停药/减量/换药/吃点XX/涂XX就行等用药建议。,explicitly_prohibited,critical,department_rule;law,医疗美容,diagnosis_communication,非执业医师提供用药、停药或剂量调整建议。,提示用户咨询开药医生或到正规医疗机构就诊。,,医师处方权,block,false,删除用药指令;建议咨询执业医师,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L1,
R-A10-104,淡化不良反应或阻止及时就医,A10,医疗诊断和个体化治疗建议,对红肿、感染、疼痛、过敏等不良反应一概称正常，要求等待或阻止用户及时就医。,识别都是正常的/忍一忍/不用去医院/过几天就好等对异常症状的笼统处理。,explicitly_prohibited,critical,department_rule;law,医疗美容,diagnosis_communication,未评估症状严重程度即淡化风险或延误就医。,说明无法在线判断；出现持续、加重或紧急症状应及时联系医生或就医。,,医疗专业人员,block,false,改为风险分级提示和及时就医建议,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L1,
R-A10-105,客服承诺统一恢复期或停工时间,A10,医疗诊断和个体化治疗建议,客服承诺几天恢复、一定不影响工作、周末做周一正常上班等个体化恢复安排。,识别X天恢复/不影响工作/周一正常上班/无需休息等客服承诺。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,diagnosis_communication,非医师作出个体恢复期保证。,可介绍一般流程并明确恢复存在个体差异，最终以医生评估为准。,,,block,false,增加个体差异说明;删除确定性时间,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0001,medical_efficacy_risk,L1,
R-A10-106,未充分了解健康情况即推荐具体项目,A10,医疗诊断和个体化治疗建议,在未了解病史、过敏史、用药史、妊娠哺乳等信息时，直接推荐具体医美项目或套餐。,识别直接建议做XX/最适合XX/首选XX项目等推荐，且上下文缺乏必要评估。,conditionally_prohibited,high,department_rule,医疗美容,diagnosis_communication,缺少必要健康信息仍作具体项目推荐。,提供一般项目科普，建议由执业医师结合完整健康情况评估。,必要健康信息采集记录,执业医师资格,mandatory_human_review,false,改为一般科普;转医生评估,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L2,
R-A10-107,客服私信发送患者案例或前后对比,A10,医疗诊断和个体化治疗建议,客服在私信、群聊或一对一咨询中发送患者术前术后照片、病例或效果反馈作为说服材料。,识别给你看案例/发你对比图/这是顾客效果/真实术后反馈等私聊表达。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,diagnosis_communication,利用患者案例、形象或前后对比证明效果，无论是否公开发布。,仅介绍客观流程、资质与风险；不得以患者案例证明效果。,,,block,false,删除患者案例和效果证明,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0003,legal_risk,L1,
R-A10-108,在群聊或内部转发用户诊断与健康信息,A10,医疗诊断和个体化治疗建议,将用户照片、病史、诊断、用药或咨询记录转发到无关群聊、朋友圈或非必要人员。,识别转群里看看/发给大家判断/晒聊天记录/病例分享等传播行为。,explicitly_prohibited,critical,law,医疗美容,internal_material,未经授权或超出必要范围传播医疗健康和身份信息。,仅在最小必要范围内由授权人员处理，并进行脱敏和权限控制。,单独同意记录、内部授权与脱敏证明,,block,false,停止传播;脱敏并限制访问,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A10-109,客服冒充医生或模糊专业身份,A10,医疗诊断和个体化治疗建议,客服、咨询师、美容师以医生、专家、老师等身份回复，或故意让用户误以为其具备医疗执业资格。,识别我是医生/专家建议/老师看过了/我们专业判断等身份暗示并核验资格。,explicitly_prohibited,critical,law;department_rule,医疗美容,diagnosis_communication,非执业医师冒充或暗示医疗专业身份。,明确表明客服或咨询岗位，不作医疗判断，必要时转接执业医师。,执业医师注册信息,执业医师资格,block,false,明确真实身份;转接执业医师,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L1,
R-A10-110,对孕产、未成年人等特殊人群直接推荐,A10,医疗诊断和个体化治疗建议,对孕妇、哺乳期、备孕者、未成年人、严重过敏史等特殊人群直接推荐或保证项目安全。,识别孕妇/哺乳期/备孕/未成年/过敏体质与能做、安全、放心等组合。,explicitly_prohibited,critical,law;department_rule,医疗美容,diagnosis_communication,未经专业评估对特殊人群作安全或适用性结论。,提示特殊人群需由执业医师审慎评估，未成年人需依法取得监护人同意。,监护人同意、医疗评估记录,执业医师资格,block,false,删除推荐;提示专业评估,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0014,legal_risk,L1,
R-A14-101,小红书自然笔记推广医疗美容服务,A14,平台特定违规,在小红书自然笔记中直接推广具体医美机构、项目、药械或效果，并出现预约、价格、联系方式等转化信息。,识别小红书笔记中的机构/项目+效果/价格+预约/私信/到店等商业组合。,platform_prohibited,high,platform_rule,医疗美容,medical_advertisement,自然笔记或个人账号发布具有商业推广目的的医美内容。,符合平台规则的非商业健康科普，且不出现项目推介、效果证明或交易路径。,平台账号资质、商业关系说明,平台认证或行业准入,mandatory_human_review,false,删除商业推广要素;按平台资质和产品线处理,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0018,platform_risk,L2,
R-A14-102,小红书商业合作未披露或伪装素人分享,A14,平台特定违规,达人或素人接受费用、免费服务、置换或其他利益后发布体验内容，却未按平台要求披露商业合作关系。,识别免费体验/受邀探店/机构安排+推荐、效果、预约，判断是否存在利益关系披露。,platform_prohibited,high,platform_rule;law,医疗美容,commercial_recommendation,存在商业对价或利益关系但伪装为自发体验。,按平台要求完成商业合作报备和广告可识别性披露，且内容本身合法。,合作合同、报备记录和披露截图,平台商业合作资质,mandatory_human_review,false,披露商业关系;按平台合作流程发布,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0020,platform_risk,L2,
R-A14-103,小红书站外导流和联系方式变体,A14,平台特定违规,通过微信号、手机号、二维码、谐音、拆字、图片水印或评论暗号等方式引导用户站外预约医美服务。,识别V信/薇信/加V/手机号拆分/看主页/评论扣1/二维码等导流表达。,platform_prohibited,high,platform_rule,医疗美容,commercial_recommendation,以直接或规避方式进行站外导流、留资或交易。,使用平台允许的合规留资和交易能力，并满足行业准入要求。,平台准入和留资配置,平台认证,block,false,删除站外导流信息,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0018,platform_risk,L1,
R-A14-104,小红书医疗健康专业号医生人设或个人姓名违规,A14,平台特定违规,医疗健康、医疗美容机构专业号使用医生个人姓名、医生身份或个人化人设命名，超出平台认证命名规则。,识别机构专业号名称中的医生/博士/主任/专家/老师+个人姓名，并核验主体或商标豁免。,platform_prohibited,medium,platform_rule,医疗美容,service_information,医疗健康专业号打造医生个人账号或使用不支持的个人化昵称。,按认证主体、商标和平台命名规则使用机构或品牌名称。,营业执照、商标和账号认证资料,专业号认证,request_qualification,false,调整账号命名;核验平台认证,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0019,platform_risk,L3,
R-A14-105,抖音无资质营销医美项目或医疗器械,A14,平台特定违规,账号未完成相应行业认证或不具备医疗机构、药械等资质，却营销具体医美项目、药品或医疗器械。,识别具体项目/药械推广与账号资质状态，判断是否超出认证行业。,platform_prohibited,critical,platform_rule;law,医疗美容,medical_advertisement,无资质账号推广医疗美容服务、药品或医疗器械。,完成平台和法定资质核验，并严格在获准范围内发布。,医疗机构执业许可证、广告审查证明、药械注册资料,平台行业认证和法定资质,block,false,停止推广;补充资质,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0022,platform_risk,L1,
R-A14-106,抖音直播现场诊断、项目推荐或效果承诺,A14,平台特定违规,直播中根据观众评论、照片或连麦情况判断皮肤问题，推荐具体项目并承诺效果或恢复期。,识别直播语境中的你适合/做XX/几次见效/现场看脸等诊断与转化组合。,platform_prohibited,critical,platform_rule;department_rule,医疗美容,diagnosis_communication,直播中进行群体性或个体化诊断、推荐和效果保证。,进行一般健康科普，不针对个体作诊断或项目推荐。,,医疗健康账号认证及执业人员资质,block,false,删除诊断和项目推荐;改为一般科普,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0022,platform_risk,L1,
R-A14-107,抖音评论区或私信规避导流交易,A14,平台特定违规,在评论、私信、口播或画面中通过暗号、谐音、主页信息等方式引导站外咨询、支付或预约。,识别扣1/看主页/私信发地址/VX/电话拆分等导流表达。,platform_prohibited,high,platform_rule,医疗美容,commercial_recommendation,绕过平台规则和资质审查进行站外医疗营销。,使用平台允许的企业经营和留资能力，满足准入要求。,平台准入记录,平台认证,block,false,删除规避导流和站外交易信息,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0022,platform_risk,L1,
R-A14-108,抖音通过谐音拆字规避医疗营销审核,A14,平台特定违规,将医美项目、药械、注射、整形等词语改为拼音、谐音、首字母、符号或图片文字以规避审核。,识别瘦脸真、bo尿酸、热·玛·吉、z针、医mei等规避变体。,platform_prohibited,high,platform_rule,医疗美容,medical_advertisement,有意规避平台审核发布受限医美营销内容。,使用规范名称并按资质和平台规则发布合法内容。,,平台行业资质,block,false,停止规避表达;按规范名称和资质发布,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0022,platform_risk,L1,
R-A14-109,微信朋友圈个人账号变相发布医疗广告,A14,平台特定违规,机构员工、咨询师或合作人员通过个人朋友圈持续发布项目、价格、效果、预约等商业内容，实际为机构营销。,识别个人口吻+机构/项目+价格/效果+私聊预约的组合，判断发布者与机构关系。,uncertain,high,law;regulatory_guideline;platform_rule,医疗美容,uncertain,以个人账号掩盖机构商业推广目的或规避医疗广告审查。,纯个人生活表达且无商业关系、转化信息和效果证明。,发布者与机构关系、广告审查证明、内容发布安排,,mandatory_human_review,false,按医疗广告认定规则复核;删除推广要素,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0011,content_nature,L2,
R-A14-110,微信公众号科普内容嵌入预约、优惠或项目推介,A14,平台特定违规,公众号以科普为标题或主体，但嵌入机构、项目、优惠、二维码、电话或预约入口，可能构成变相医疗广告。,识别科普/知识/答疑+项目推介+联系方式/预约/优惠的组合。,uncertain,high,law;regulatory_guideline;platform_rule,医疗美容,uncertain,以科普形式规避医疗广告认定或广告标识、审查要求。,纯科普且无商业推广要素，或依法审查并标识的广告。,广告审查证明、页面完整截图和商业关系说明,医疗广告审查资质,mandatory_human_review,false,删除商业要素或按医疗广告流程发布,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0002,content_nature,L2,
R-A14-111,微信视频号直播医疗营销、挂链或个体诊断,A14,平台特定违规,视频号或直播中推广医美项目、挂载交易或预约路径，使用患者案例、诊断建议、效果承诺等医疗营销内容。,识别直播/视频号+项目推介+挂链/预约+效果或诊断表达。,platform_prohibited,critical,platform_rule;law,医疗美容,medical_advertisement,不符合平台医疗健康准入、广告审查或直播公约的医美营销。,符合平台认证和法律要求的客观服务信息或一般科普。,平台认证、广告审查证明、直播脚本,平台医疗健康认证,block,false,停止直播推广;补充资质并审核脚本,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0025,platform_risk,L1,
R-A14-112,微信社群和私信传播患者案例、诊断或强转化话术,A14,平台特定违规,在微信群或私信中批量传播患者案例、前后对比、具体诊断、项目推荐和限时付款话术。,识别群发案例/群内诊断/发照片看/今晚交定金等组合。,explicitly_prohibited,critical,law;department_rule,医疗美容,diagnosis_communication,社群或私信中的患者证明、非医师诊断、隐私传播或强制诱导。,仅提供客观流程、一般科普和预约执业医师面诊服务。,,,block,false,删除案例和诊断;转专业面诊,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0003,legal_risk,L1,
R-A15-101,未经单独同意公开患者照片或视频,A15,隐私、肖像和个人信息,将患者面部、身体部位、治疗过程照片或视频用于朋友圈、公众号、短视频、海报等宣传，但未取得针对公开传播和营销用途的单独同意。,识别患者/顾客照片、治疗过程、术后视频的公开使用，并核验授权目的、范围、期限和平台。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,未取得单独同意即公开患者个人图像或可识别视频。,取得明确、具体、可撤回的单独同意，且使用不超出授权目的、平台、期限和范围。,肖像及敏感个人信息单独授权书,,block,false,停止公开;补充有效单独授权,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
