rule_id,rule_name,category_code,category_name,rule_description,semantic_rule,legal_conclusion,risk_level,basis_type,applicable_business_domain,applicable_content_legal_nature,prohibited_context,allowed_context,evidence_requirement,qualification_requirement,system_action,auto_rewrite_allowed,replacement_strategy,manual_review_required,confidence,review_status,reviewer,effective_status,version,created_at,updated_at,update_reason,updated_source_id,rule_dimension,review_level,notes
R-A12-003,网红/KOL隐性代言(未标注广告关系),A12,用户评价代言和推荐证明,网红或KOL以'个人体验分享'名义推荐医美项目，实际存在商业合作关系但未标注广告性质。构成隐性代言，违反广告法关于广告应当显著标明'广告'的要求及互联网广告管理办法关于标注广告标识的规定。,检测KOL/网红发布医美项目体验推荐内容，判断是否标注了广告/商业合作标识。重点关注:体验分享+项目推荐+未标注广告。,conditionally_prohibited,high,law;administrative_regulation,医疗美容,medical_advertisement,有商业合作关系但未标注广告的代言推荐,显著标注'广告/推广/商业合作'的真实广告内容(且不违反A12-001a关于医疗项目效果背书的禁止),,,mandatory_human_review,false,补充广告标识标注,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,双重风险:隐性代言+医疗项目效果背书
R-A12-004,虚假/操纵用户评价,A12,用户评价代言和推荐证明,虚构用户评价或操纵评价数据，如刷好评/删差评/雇人写评价/伪造评价截图等。虚假评价构成引人误解的虚假宣传，违反反不正当竞争法第八条。,检测评价数据异常模式(同一时段大量相似好评/评价用户无真实消费记录/评价内容模板化)。系统层面检测，非纯文字检测。,explicitly_prohibited,high,law,医疗美容,user_generated_content,任何虚构或操纵评价的行为,真实可验证的用户评价(未经删改),,,mandatory_human_review,false,删除虚假评价,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,需数据层面验证，非纯文字层面
R-A12-005,竞品贬低型推荐,A12,用户评价代言和推荐证明,通过贬低竞品来推荐自身服务，如'XX机构不行/别去XX医院/XX项目做完后悔/来我们这里才是对的'。构成不正当竞争中的商业诋毁，同时构成误导性推荐。,检测XX(机构/医院/项目)+不行/差/后悔/坑/别去/千万别+来我们/来本院/做我们的等贬低竞品+推荐自身组合。,explicitly_prohibited,high,law,医疗美容,medical_advertisement,任何贬低竞品的推荐,无,,,block,false,删除贬低主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,交叉反不正当竞争法商业诋毁
R-A12-006,限时特惠+代言推荐组合诱导,A12,用户评价代言和推荐证明,将限时优惠与代言推荐组合使用形成双重诱导，如'XX明星推荐的XX项目限时特价/今天最后一天XX专家推荐价'。代言推荐增加信任背书，限时优惠制造紧迫感，组合后诱导效力倍增。,检测代言/推荐+限时/特价/最后一天/仅剩/优惠的组合句式。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何代言推荐与价格诱导的组合,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,交叉A08价格诱导和A12代言推荐，组合风险升级
R-A13-001,科学概念滥用(量子/纳米/DNA级等),A13,伪科学和不科学表达,滥用前沿科学概念修饰医美项目或产品，如'量子医美/纳米级修复/DNA级再生/细胞级重塑/基因级抗衰'等。这些概念在医美领域缺乏科学依据或超出实际技术能力，构成伪科学宣传。,检测量子/纳米/DNA/基因/细胞级/分子级/原子级+医美/修复/再生/重塑/抗衰/焕新等组合。区分真实技术描述(如'纳米级颗粒大小'客观参数)与伪科学修饰。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何缺乏科学依据的科学概念滥用,有真实技术参数支撑且可验证的客观描述(如'该器械颗粒平均粒径为XX纳米'),,,block,false,删除主张;改为客观信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,交叉A02功效承诺(A13侧重科学依据缺失维度)
R-A13-002,中医理论歪曲/伪传统医学表达,A13,伪科学和不科学表达,歪曲中医理论为医美项目背书，如'经络疏通可消除皱纹/穴位注射可塑形/气血循环可美白'等。将传统医学概念与现代医美效果挂钩缺乏科学依据，构成伪科学宣传。,检测经络/穴位/气血/阴阳/五行/脏腑+消除/塑形/美白/祛皱/提拉等医美效果挂钩表述。区分合规中医诊疗(有执业中医师资质且在中医诊疗范围内)与伪中医宣传。,conditionally_prohibited,high,law;department_rule,医疗美容,medical_advertisement,歪曲中医理论为医美效果背书,合规执业中医师在中医诊疗范围内的规范表述,,,mandatory_human_review,false,人工审核;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,
R-A13-003,虚构机理/伪科学解释,A13,伪科学和不科学表达,为医美项目虚构或使用伪科学机理解释效果，如'激活休眠细胞/打开皮肤吸收通道/修复DNA断裂/重启细胞代谢引擎'等。这些机理描述缺乏医学文献支撑，构成伪科学宣传。,检测激活/重启/修复/打开/唤醒+休眠细胞/吸收通道/DNA断裂/代谢引擎/自愈系统等虚构机理+医美效果描述。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何缺乏医学文献支撑的虚构机理,有医学文献支撑且可验证的机理描述(需标注文献出处),,,block,false,删除主张;改为客观信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,
R-A13-004,疗效归因伪科学因素(磁场/能量/频率),A13,伪科学和不科学表达,将医美效果归因于伪科学因素，如'磁场修复/能量激活/频率共振/光波疗愈/生物电重塑'等。这些因素在医美领域缺乏科学验证，构成伪科学宣传和虚假功效解释。,检测磁场/能量/频率/光波/生物电/共振/量子场+修复/激活/疗愈/重塑/改善+医美效果描述。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何将医美效果归因于伪科学因素的宣传,有物理学/生物学文献支撑的可验证机理(需标注出处),,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,
R-A13-005,伪学术引用/虚假论文引用,A13,伪科学和不科学表达,引用不存在或与内容无关的学术论文为医美项目背书，如'XX大学研究证实/发表于Nature的XX论文/XX院士研究表明'等。虚假引用比无引用更具误导性，构成严重虚假宣传。,检测XX(大学/机构/期刊/院士)+研究证实/论文/研究表明+医美效果表述。需交叉验证引用是否真实存在且与宣称内容相关。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何虚假或无关的学术引用,真实存在且内容相关的学术引用(需标注论文DOI或检索号),论文DOI及检索验证截图,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L2,
R-A13-006,偏方/秘方/祖传秘方型宣传,A13,伪科学和不科学表达,使用'祖传秘方/独家偏方/秘制配方/古法/宫廷秘方'等暗示存在神秘或独家医疗方法的宣传。医美项目应基于现代医学科学和经审批的医疗器械/药品，秘方型宣传缺乏科学依据和监管审查。,检测祖传/秘方/偏方/秘制/古法/宫廷/独家配方/传人+医美/美容/塑形/祛皱/美白等组合。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何偏方/秘方型医美宣传,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,content_nature,L1,
